Fecha de Inscripción;Género;Distrito;Tramos de Edad;Nivel Educativo;Desempleada/o e inscrita/o como demandante de empleo en una ofic;Servicio demandado
jun-20;Mujer;Usera;Entre 36 y 45 años;Sin Estudios;No;Orientacion,Intermediacion
jun-20;Hombre;Vicalvaro;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
jun-20;Mujer;Latina;Entre 26 y 35 años;FP Grado Superior;No;Intermediacion
jun-20;Mujer;Salamanca;Menor de 25 años;Estudios Postgrado;Si;Intermediacion
jun-20;Mujer;Villaverde;Entre 36 y 45 años;Bachillerato;Si;Orientacion,Intermediacion
jun-20;Mujer;VillaVallecas;Entre 36 y 45 años;FP Grado Superior;No;Intermediacion
jun-20;Mujer;Villaverde;Entre 36 y 45 años;Bachillerato;Si;Orientacion,Intermediacion
jun-20;Mujer;SanBlasCanillejas;Entre 36 y 45 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
jun-20;Mujer;Centro;Entre 56 y 65 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
jun-20;Hombre;Carabanchel;Menor de 25 años;Bachillerato;No;Orientacion,Intermediacion,Autoempleo
jun-20;Hombre;SanBlasCanillejas;Entre 46 y 55 años;FP Grado Medio;Si;Orientacion,Intermediacion
jun-20;Mujer;Villaverde;Entre 26 y 35 años;Bachillerato;Si;Intermediacion
jun-20;Mujer;Villaverde;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion,Autoempleo
jun-20;Mujer;Villaverde;Menor de 25 años;FP Grado Medio;Si;Orientacion
jun-20;Mujer;CiudadLineal;Entre 26 y 35 años;FP Grado Superior;Si;Orientacion,Intermediacion
jun-20;Mujer;Arganzuela;Entre 36 y 45 años;Graduado Escolar;Si;Orientacion,Intermediacion
jun-20;Mujer;Chamartin;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
jun-20;Hombre;Villaverde;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
jun-20;Hombre;Chamberi;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
jun-20;Mujer;Carabanchel;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
jun-20;Mujer;;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion,Autoempleo
jun-20;Hombre;Villaverde;Entre 26 y 35 años;Bachillerato;Si;Intermediacion
jun-20;Hombre;Centro;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
jun-20;Hombre;;Entre 46 y 55 años;FP Grado Medio;No;Orientacion,Intermediacion,Autoempleo
jun-20;Hombre;Hortaleza;Entre 36 y 45 años;Bachillerato;Si;Autoempleo
jun-20;Hombre;Villaverde;Menor de 25 años;Bachillerato;No;Orientacion,Intermediacion,Autoempleo
jun-20;Mujer;;Entre 26 y 35 años;Estudios Postgrado;Si;Orientacion
jun-20;Mujer;PuenteVallecas;Entre 46 y 55 años;BUP;Si;Orientacion,Intermediacion,Autoempleo
jun-20;Mujer;;Entre 36 y 45 años;Estudios Postgrado;Si;Orientacion
jun-20;Hombre;CiudadLineal;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion,Autoempleo
jun-20;Mujer;;Entre 46 y 55 años;FP Grado Superior;No;Intermediacion
jun-20;Hombre;;Menor de 25 años;ESO;Si;Orientacion
jun-20;Mujer;Usera;Entre 46 y 55 años;Graduado Escolar;Si;Orientacion
jun-20;Mujer;MoncloaAravaca;Entre 56 y 65 años;Estudios Postgrado;No;Intermediacion
jun-20;Hombre;Hortaleza;Entre 36 y 45 años;Bachillerato;Si;Orientacion
jun-20;Mujer;Carabanchel;Entre 46 y 55 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
jun-20;Mujer;;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
jun-20;Hombre;Centro;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
jun-20;Mujer;Tetuan;Menor de 25 años;ESO;No;Intermediacion
jun-20;Mujer;Centro;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
jun-20;Mujer;Retiro;Entre 26 y 35 años;FP Grado Superior;No;Orientacion,Intermediacion
jun-20;Mujer;Vicalvaro;Menor de 25 años;Graduado Escolar;Si;Orientacion
jun-20;Mujer;Moratalaz;Entre 46 y 55 años;Bachillerato;Si;Orientacion,Intermediacion
jun-20;Mujer;Barajas;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
jun-20;Hombre;Usera;Menor de 25 años;ESO;No;Intermediacion
jun-20;Mujer;Arganzuela;Entre 26 y 35 años;Sin Estudios;Si;Orientacion
jun-20;Hombre;Salamanca;Entre 46 y 55 años;Acceso a Mayores de 25 y/o 45 años;Si;Orientacion,Intermediacion
jun-20;Mujer;Arganzuela;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
jun-20;Mujer;PuenteVallecas;Entre 26 y 35 años;Graduado Escolar;Si;Orientacion
jun-20;Mujer;Chamartin;Entre 36 y 45 años;Bachillerato;Si;Orientacion,Intermediacion
jun-20;Hombre;CiudadLineal;Menor de 25 años;FP Grado Superior;No;Orientacion,Intermediacion
jun-20;Mujer;Hortaleza;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion,Autoempleo
jun-20;Hombre;Villaverde;Menor de 25 años;FP Grado Superior;Si;Intermediacion,Autoempleo
jun-20;Mujer;;Entre 36 y 45 años;Estudios Postgrado;Si;Orientacion,Intermediacion
jun-20;Mujer;;Entre 46 y 55 años;BUP;No;Intermediacion
jun-20;Mujer;Salamanca;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
jun-20;Mujer;Hortaleza;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
jun-20;Hombre;;Entre 46 y 55 años;Estudios Postgrado;Si;Orientacion,Intermediacion,Autoempleo
jun-20;Hombre;Carabanchel;Entre 46 y 55 años;Graduado Escolar;Si;Intermediacion
jun-20;Mujer;CiudadLineal;Menor de 25 años;ESO;No;Orientacion,Intermediacion
jun-20;Hombre;Usera;Entre 26 y 35 años;Graduado Escolar;Si;Intermediacion
jun-20;Mujer;Usera;Menor de 25 años;ESO;Si;Intermediacion
jun-20;Mujer;SanBlasCanillejas;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
jun-20;Hombre;;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
jun-20;Hombre;;Entre 36 y 45 años;Graduado Escolar;No;Intermediacion
jun-20;Hombre;PuenteVallecas;Entre 36 y 45 años;Graduado Escolar;Si;Intermediacion,Autoempleo
jun-20;Hombre;Villaverde;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
jun-20;Mujer;Vicalvaro;Entre 46 y 55 años;FP Grado Medio;Si;Orientacion
jun-20;Mujer;Hortaleza;Entre 56 y 65 años;ESO;Si;Orientacion
jun-20;Hombre;Arganzuela;Entre 26 y 35 años;FP Grado Medio;Si;Orientacion
jun-20;Hombre;VillaVallecas;Entre 36 y 45 años;Sin Estudios;Si;Intermediacion
jun-20;Mujer;Tetuan;Entre 46 y 55 años;Estudios Doctorado;Si;Orientacion
jun-20;Mujer;Centro;Entre 36 y 45 años;Graduado Escolar;Si;Intermediacion
jun-20;Hombre;Tetuan;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
jun-20;Mujer;Carabanchel;Entre 26 y 35 años;Bachillerato;No;Orientacion,Intermediacion
jun-20;Hombre;Chamartin;Entre 56 y 65 años;Bachillerato;No;Orientacion,Intermediacion
jun-20;Mujer;Moratalaz;Entre 26 y 35 años;ESO;Si;Intermediacion
jun-20;Hombre;PuenteVallecas;Entre 36 y 45 años;FP Grado Medio;Si;Intermediacion
jun-20;Mujer;;Entre 26 y 35 años;FP Grado Superior;No;Orientacion
jun-20;Mujer;Usera;Menor de 25 años;Bachillerato;Si;Autoempleo
jun-20;Mujer;VillaVallecas;Entre 26 y 35 años;Estudios Doctorado;No;Intermediacion
jun-20;Mujer;;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
jun-20;Hombre;Villaverde;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
jun-20;Hombre;Centro;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
jun-20;Mujer;Vicalvaro;Menor de 25 años;Bachillerato;Si;Intermediacion
jun-20;Hombre;Villaverde;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
jun-20;Hombre;Villaverde;Entre 26 y 35 años;Sin Estudios;Si;Orientacion
jun-20;Mujer;Usera;Entre 46 y 55 años;BUP;Si;Intermediacion
jun-20;Mujer;Centro;Entre 46 y 55 años;FP Grado Medio;Si;Orientacion,Intermediacion,Autoempleo
jun-20;Mujer;Moratalaz;Entre 26 y 35 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
jun-20;Mujer;Retiro;Entre 36 y 45 años;FP Grado Superior;Si;Intermediacion
jun-20;Mujer;Moratalaz;Menor de 25 años;FP Grado Superior;Si;Intermediacion
jun-20;Mujer;;Entre 36 y 45 años;FP Grado Superior;Si;Intermediacion
jun-20;Hombre;Latina;Entre 36 y 45 años;ESO;Si;Orientacion
jun-20;Hombre;Latina;Entre 36 y 45 años;ESO;Si;Orientacion
jun-20;Hombre;Carabanchel;Menor de 25 años;ESO;Si;Orientacion,Intermediacion
jun-20;Mujer;Retiro;Entre 26 y 35 años;FP Grado Superior;Si;Orientacion
jun-20;Mujer;Carabanchel;Entre 46 y 55 años;Sin Estudios;No;Intermediacion
jun-20;Mujer;Chamartin;Entre 26 y 35 años;Sin Estudios;Si;Orientacion,Intermediacion
jun-20;Hombre;Chamartin;Entre 26 y 35 años;Sin Estudios;Si;Orientacion,Intermediacion
jun-20;Mujer;Carabanchel;Entre 26 y 35 años;Bachillerato;Si;Orientacion
jun-20;Mujer;;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
jun-20;Mujer;;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
jun-20;Mujer;Villaverde;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion,Autoempleo
jun-20;Hombre;Centro;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
jun-20;Hombre;Usera;Menor de 25 años;ESO;Si;Orientacion
jun-20;Mujer;Vicalvaro;Entre 56 y 65 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
jun-20;Mujer;Arganzuela;Menor de 25 años;Bachillerato;No;Orientacion,Intermediacion
jun-20;Mujer;Vicalvaro;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
jun-20;Mujer;PuenteVallecas;Entre 26 y 35 años;Estudios Postgrado;No;Orientacion
jun-20;Hombre;Carabanchel;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion,Autoempleo
jun-20;Hombre;Hortaleza;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
jun-20;Hombre;;Entre 26 y 35 años;FP Grado Superior;No;Intermediacion
jun-20;Mujer;SanBlasCanillejas;Menor de 25 años;ESO;Si;Orientacion,Intermediacion,Autoempleo
jun-20;Mujer;VillaVallecas;Entre 36 y 45 años;Bachillerato;No;Orientacion
jun-20;Hombre;Latina;Entre 26 y 35 años;FP Grado Superior;Si;Autoempleo
jun-20;Mujer;Villaverde;Entre 36 y 45 años;Bachillerato;Si;Orientacion
jun-20;Mujer;Latina;Entre 46 y 55 años;Bachillerato;Si;Orientacion,Intermediacion
jun-20;Hombre;Villaverde;Entre 26 y 35 años;FP Grado Medio;No;Autoempleo
jun-20;Mujer;SanBlasCanillejas;Entre 46 y 55 años;Bachillerato;Si;Intermediacion
jun-20;Mujer;Barajas;Entre 36 y 45 años;Estudios Postgrado;No;Orientacion
jun-20;Hombre;Latina;Entre 36 y 45 años;FP Grado Medio;Si;Orientacion,Intermediacion
jun-20;Mujer;Barajas;Entre 26 y 35 años;Estudios Postgrado;Si;Intermediacion
jun-20;Hombre;Centro;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
jun-20;Hombre;PuenteVallecas;Entre 46 y 55 años;Sin Estudios;Si;Orientacion
jun-20;Mujer;Usera;Menor de 25 años;ESO;No;Intermediacion
jun-20;Mujer;Usera;Menor de 25 años;Bachillerato;No;Intermediacion
jun-20;Hombre;MoncloaAravaca;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
jun-20;Mujer;Chamartin;Entre 46 y 55 años;Sin Estudios;No;Orientacion,Intermediacion
jun-20;Hombre;Arganzuela;Entre 56 y 65 años;Estudios Postgrado;Si;Intermediacion,Autoempleo
jun-20;Mujer;Hortaleza;Entre 36 y 45 años;FP Grado Medio;Si;Intermediacion
jun-20;Mujer;Vicalvaro;Entre 26 y 35 años;Graduado Escolar;Si;Orientacion
jun-20;Mujer;Retiro;Entre 26 y 35 años;Graduado Escolar;Si;Orientacion
jun-20;Mujer;Retiro;Entre 26 y 35 años;Graduado Escolar;Si;Orientacion
jun-20;Hombre;Carabanchel;Entre 46 y 55 años;COU;Si;Orientacion,Intermediacion
jun-20;Mujer;PuenteVallecas;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
jun-20;Mujer;CiudadLineal;Entre 26 y 35 años;Estudios Postgrado;Si;Orientacion,Intermediacion
jun-20;Mujer;;Entre 46 y 55 años;Bachillerato;Si;Intermediacion
jun-20;Hombre;PuenteVallecas;Entre 36 y 45 años;Graduado Escolar;Si;Orientacion,Intermediacion,Autoempleo
jun-20;Mujer;Villaverde;Entre 36 y 45 años;Bachillerato;Si;Orientacion
jun-20;Mujer;;Menor de 25 años;Bachillerato;No;Orientacion,Intermediacion
jun-20;Mujer;PuenteVallecas;Entre 46 y 55 años;Bachillerato;Si;Orientacion
jun-20;Mujer;Carabanchel;Entre 36 y 45 años;FP Grado Superior;No;Intermediacion
jun-20;Mujer;Usera;Entre 56 y 65 años;Graduado Escolar;Si;Orientacion
jun-20;Mujer;Usera;Entre 56 y 65 años;Graduado Escolar;Si;Orientacion
jun-20;Hombre;Villaverde;Entre 56 y 65 años;ESO;Si;Orientacion,Intermediacion,Autoempleo
jun-20;Mujer;Tetuan;Entre 26 y 35 años;Bachillerato;No;Orientacion
jun-20;Hombre;Carabanchel;Entre 26 y 35 años;Bachillerato;Si;Intermediacion
jun-20;Mujer;Villaverde;Entre 36 y 45 años;Bachillerato;Si;Orientacion
jun-20;Mujer;PuenteVallecas;Entre 26 y 35 años;Graduado Escolar;Si;Orientacion,Intermediacion
jun-20;Hombre;SanBlasCanillejas;Menor de 25 años;ESO;No;Orientacion
jun-20;Hombre;PuenteVallecas;Menor de 25 años;Bachillerato;No;Orientacion,Intermediacion
jun-20;Mujer;Vicalvaro;Entre 56 y 65 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
jun-20;Mujer;SanBlasCanillejas;Entre 26 y 35 años;Bachillerato;Si;Orientacion,Intermediacion
jun-20;Mujer;Carabanchel;Menor de 25 años;Graduado Escolar;No;Orientacion,Intermediacion
jun-20;Hombre;Carabanchel;Entre 26 y 35 años;Bachillerato;Si;Orientacion
jun-20;Mujer;;Menor de 25 años;Bachillerato;No;Orientacion
jun-20;Hombre;Carabanchel;Menor de 25 años;Graduado Escolar;Si;Orientacion,Intermediacion
jun-20;Mujer;Centro;Entre 26 y 35 años;ESO;Si;Orientacion,Intermediacion,Autoempleo
jun-20;Mujer;;Entre 36 y 45 años;Graduado Escolar;Si;Orientacion
jun-20;Mujer;PuenteVallecas;Entre 36 y 45 años;Bachillerato;Si;Orientacion
jun-20;Mujer;Carabanchel;Entre 36 y 45 años;Bachillerato;Si;Orientacion
jun-20;Mujer;Centro;Entre 36 y 45 años;Bachillerato;Si;Orientacion
jun-20;Mujer;Retiro;Entre 36 y 45 años;Bachillerato;Si;Orientacion
jun-20;Mujer;Salamanca;Entre 36 y 45 años;Bachillerato;Si;Orientacion
jun-20;Mujer;Usera;Entre 36 y 45 años;Bachillerato;Si;Orientacion
jun-20;Mujer;Latina;Entre 36 y 45 años;Bachillerato;Si;Orientacion
jun-20;Mujer;Arganzuela;Entre 36 y 45 años;Bachillerato;Si;Orientacion
jun-20;Mujer;Chamberi;Entre 36 y 45 años;Bachillerato;Si;Orientacion
jun-20;Mujer;Centro;Entre 36 y 45 años;Bachillerato;Si;Orientacion
jun-20;Mujer;Fuencarral;Entre 36 y 45 años;Bachillerato;Si;Orientacion
jun-20;Mujer;Barajas;Entre 26 y 35 años;FP Grado Superior;No;Orientacion
jun-20;Mujer;PuenteVallecas;Entre 36 y 45 años;FP Grado Medio;No;Orientacion,Intermediacion
jun-20;Mujer;Usera;Menor de 25 años;Bachillerato;No;Orientacion
jun-20;Hombre;Latina;Entre 46 y 55 años;Graduado Escolar;Si;Orientacion,Intermediacion,Autoempleo
jun-20;Hombre;Carabanchel;Entre 46 y 55 años;FP Grado Medio;Si;Orientacion
jun-20;Mujer;;Entre 26 y 35 años;Estudios Postgrado;Si;Orientacion
jun-20;Mujer;PuenteVallecas;Entre 36 y 45 años;Bachillerato;Si;Intermediacion
jun-20;Mujer;Villaverde;Entre 46 y 55 años;BUP;Si;Orientacion,Intermediacion,Autoempleo
jun-20;Mujer;;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
jun-20;Mujer;Villaverde;Entre 36 y 45 años;COU;Si;Intermediacion
jun-20;Mujer;Villaverde;Entre 36 y 45 años;COU;Si;Intermediacion
jun-20;Mujer;Usera;Entre 26 y 35 años;Bachillerato;No;Orientacion
jun-20;Mujer;Carabanchel;Entre 26 y 35 años;FP Grado Medio;No;Orientacion
jun-20;Mujer;Carabanchel;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion,Autoempleo
jun-20;Mujer;Fuencarral;Menor de 25 años;ESO;Si;Orientacion
jun-20;Mujer;;Entre 26 y 35 años;ESO;Si;Orientacion,Intermediacion
jun-20;Hombre;Vicalvaro;Entre 36 y 45 años;Graduado Escolar;Si;Orientacion,Intermediacion,Autoempleo
jun-20;Mujer;Vicalvaro;Entre 36 y 45 años;ESO;Si;Orientacion,Intermediacion,Autoempleo
jun-20;Mujer;Hortaleza;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
jun-20;Mujer;Carabanchel;Entre 36 y 45 años;FP Grado Superior;Si;Orientacion,Intermediacion
jun-20;Mujer;Villaverde;Entre 26 y 35 años;FP Grado Superior;Si;Orientacion
jun-20;Mujer;Carabanchel;Entre 26 y 35 años;FP Grado Superior;Si;Intermediacion
jun-20;Mujer;Villaverde;Entre 26 y 35 años;FP Grado Superior;Si;Autoempleo
jun-20;Mujer;CiudadLineal;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
jun-20;Mujer;Usera;Entre 56 y 65 años;Sin Estudios;Si;Autoempleo
jun-20;Hombre;VillaVallecas;Entre 46 y 55 años;FP Grado Medio;Si;Intermediacion
jun-20;Mujer;Carabanchel;Entre 56 y 65 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
jun-20;Mujer;PuenteVallecas;Entre 36 y 45 años;Graduado Escolar;Si;Autoempleo
jun-20;Hombre;Hortaleza;Menor de 25 años;ESO;No;Intermediacion
jun-20;Mujer;VillaVallecas;Entre 36 y 45 años;FP Grado Superior;No;Intermediacion
jun-20;Hombre;VillaVallecas;Entre 26 y 35 años;Bachillerato;Si;Intermediacion
jun-20;Mujer;Carabanchel;Entre 26 y 35 años;Estudios Postgrado;Si;Orientacion,Intermediacion,Autoempleo
jun-20;Hombre;CiudadLineal;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion,Autoempleo
jun-20;Hombre;PuenteVallecas;Entre 36 y 45 años;Estudios Postgrado;Si;Orientacion
jun-20;Mujer;Carabanchel;Menor de 25 años;ESO;Si;Orientacion
jun-20;Hombre;;Entre 36 y 45 años;FP Grado Superior;Si;Intermediacion
jun-20;Hombre;Carabanchel;Entre 36 y 45 años;Bachillerato;No;Orientacion,Intermediacion
jun-20;Mujer;Usera;Menor de 25 años;Bachillerato;No;Orientacion,Intermediacion
jun-20;Mujer;Usera;Menor de 25 años;Bachillerato;No;Intermediacion
jun-20;Mujer;;Entre 56 y 65 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
jun-20;Hombre;Usera;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
jun-20;Mujer;Carabanchel;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
jun-20;Mujer;Usera;Menor de 25 años;Bachillerato;No;Intermediacion
jun-20;Mujer;Vicalvaro;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
jun-20;Hombre;Latina;Entre 26 y 35 años;FP Grado Medio;Si;Orientacion,Autoempleo
jun-20;Mujer;;Entre 36 y 45 años;Bachillerato;Si;Orientacion,Intermediacion
jun-20;Hombre;MoncloaAravaca;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
jun-20;Mujer;;Menor de 25 años;FP Grado Superior;No;Intermediacion
jun-20;Mujer;VillaVallecas;Entre 36 y 45 años;FP Grado Superior;No;Intermediacion
jun-20;Mujer;Latina;Menor de 25 años;FP Grado Superior;No;Orientacion
jun-20;Mujer;Retiro;Entre 46 y 55 años;Bachillerato;Si;Autoempleo
jun-20;Mujer;;Menor de 25 años;Bachillerato;No;Intermediacion
jun-20;Hombre;;Entre 26 y 35 años;Acceso a Mayores de 25 y/o 45 años;No;Orientacion
jun-20;Mujer;Usera;Entre 36 y 45 años;ESO;Si;Orientacion,Intermediacion,Autoempleo
jun-20;Hombre;SanBlasCanillejas;Menor de 25 años;Bachillerato;No;Intermediacion
jun-20;Hombre;PuenteVallecas;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion
jun-20;Mujer;PuenteVallecas;Entre 36 y 45 años;ESO;Si;Orientacion,Intermediacion
jun-20;Hombre;Chamartin;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
jun-20;Mujer;Moratalaz;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
jun-20;Hombre;Latina;Entre 26 y 35 años;ESO;Si;Intermediacion
jun-20;Hombre;;Entre 26 y 35 años;Bachillerato;No;Orientacion
jun-20;Hombre;CiudadLineal;Menor de 25 años;ESO;No;Orientacion
jun-20;Hombre;Barajas;Entre 26 y 35 años;Bachillerato;Si;Autoempleo
jun-20;Mujer;SanBlasCanillejas;Entre 46 y 55 años;BUP;Si;Orientacion
jun-20;Mujer;;Entre 36 y 45 años;Graduado Escolar;Si;Intermediacion
jun-20;Mujer;;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion,Autoempleo
jun-20;Mujer;PuenteVallecas;Menor de 25 años;Bachillerato;Si;Intermediacion
jun-20;Mujer;Carabanchel;Entre 36 y 45 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
jun-20;Hombre;;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion,Autoempleo
jun-20;Mujer;;Entre 36 y 45 años;Graduado Escolar;Si;Intermediacion
jun-20;Mujer;PuenteVallecas;Entre 46 y 55 años;FP Grado Medio;Si;Orientacion
jun-20;Hombre;Barajas;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
jun-20;Mujer;PuenteVallecas;Entre 36 y 45 años;FP Grado Medio;Si;Intermediacion
jun-20;Hombre;Arganzuela;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Autoempleo
jun-20;Mujer;Carabanchel;Entre 56 y 65 años;BUP;Si;Intermediacion
jun-20;Mujer;CiudadLineal;Entre 36 y 45 años;Sin Estudios;No;Intermediacion
jun-20;Mujer;PuenteVallecas;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
jun-20;Hombre;Centro;Menor de 25 años;Bachillerato;Si;Autoempleo
jun-20;Mujer;;Entre 46 y 55 años;Graduado Escolar;Si;Intermediacion
jun-20;Mujer;Vicalvaro;Menor de 25 años;ESO;Si;Orientacion,Intermediacion,Autoempleo
jun-20;Mujer;Villaverde;Entre 26 y 35 años;ESO;No;Autoempleo
jun-20;Mujer;Villaverde;Entre 26 y 35 años;ESO;No;Intermediacion
jun-20;Mujer;Latina;Entre 36 y 45 años;ESO;Si;Orientacion,Intermediacion,Autoempleo
jul-20;Mujer;Tetuan;Entre 56 y 65 años;FP Grado Medio;Si;Orientacion
jul-20;Mujer;PuenteVallecas;Entre 46 y 55 años;FP Grado Medio;Si;Orientacion
jul-20;Hombre;PuenteVallecas;Entre 36 y 45 años;Graduado Escolar;Si;Orientacion,Intermediacion
jul-20;Hombre;Latina;Entre 56 y 65 años;COU;Si;Intermediacion
jul-20;Hombre;Villaverde;Menor de 25 años;ESO;Si;Orientacion
jul-20;Hombre;;Entre 46 y 55 años;FP Grado Superior;No;Intermediacion,Autoempleo
jul-20;Mujer;CiudadLineal;Entre 36 y 45 años;Sin Estudios;No;Orientacion,Intermediacion
jul-20;Mujer;Hortaleza;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
jul-20;Mujer;Villaverde;Entre 36 y 45 años;Estudios Postgrado;Si;Intermediacion
jul-20;Mujer;Fuencarral;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
jul-20;Hombre;PuenteVallecas;Menor de 25 años;Sin Estudios;No;Orientacion
jul-20;Mujer;Chamartin;Entre 46 y 55 años;FP Grado Medio;Si;Orientacion
jul-20;Mujer;Usera;Entre 36 y 45 años;FP Grado Superior;Si;Autoempleo
jul-20;Mujer;VillaVallecas;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
jul-20;Mujer;Tetuan;Entre 36 y 45 años;Estudios Postgrado;Si;Orientacion,Intermediacion
jul-20;Mujer;PuenteVallecas;Menor de 25 años;Graduado Escolar;No;Orientacion
jul-20;Mujer;;Entre 36 y 45 años;Graduado Escolar;Si;Intermediacion
jul-20;Mujer;Salamanca;Entre 26 y 35 años;Bachillerato;No;Intermediacion
jul-20;Mujer;Tetuan;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
jul-20;Mujer;Villaverde;Entre 36 y 45 años;Graduado Escolar;No;Orientacion
jul-20;Hombre;CiudadLineal;Entre 46 y 55 años;Graduado Escolar;Si;Intermediacion
jul-20;Mujer;Latina;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
jul-20;Hombre;Usera;Entre 26 y 35 años;FP Grado Superior;Si;Orientacion
jul-20;Mujer;Usera;Entre 36 y 45 años;FP Grado Superior;Si;Autoempleo
jul-20;Hombre;Barajas;Entre 26 y 35 años;FP Grado Superior;Si;Intermediacion
